"","REF_AREA","Country","INDICATOR","Indicator","SEX","Sex","AGE","Current.age","WEALTH_QUINTILE","Wealth.Quintile","RESIDENCE","Residence","MATERNAL_EDU_LVL","Mother.s.Education.Level","HEAD_OF_HOUSE","Head.of.House","UNIT_MULTIPLIER","Unit.multiplier","UNIT_MEASURE","Unit.of.measure","SOURCE_LINK","SERIES_FOOTNOTE","CUSTODIAN","INDICATOR_DEFINITION","NUMERATOR_DEFINITION","DENOMINATOR_DEFINITION","PUBLICATION_DATE","TIME_PERIOD","OBS_VALUE","DATA_SOURCE","OBS_STATUS","Observation.Status","OBS_CONF","Observation.confidentaility","LOWER_BOUND","UPPER_BOUND","STD_ERR","WGTD_SAMPL_SIZE","TIME_PERIOD_METHOD","Time.period.activity.related.to.when.the.data.are.collected","COVERAGE_TIME","FREQ_COLL","Time.interval.at.which.the.source.data.are.collected","OBS_FOOTNOTE"
"1958","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.301302,8.8799191,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1959","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,6.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.2187843,8.8863592,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1960","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,6.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.3138266,8.8950481,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1961","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,6.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.2343526,8.6579313,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1962","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,6.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.2157974,8.6531935,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1963","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,6.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.1803312,8.7126961,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1964","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,6.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.1088552,8.3789082,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1965","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,6.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.1312375,8.5580568,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1966","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,6.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.0396094,8.5781422,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1967","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,6.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",4.9500356,8.4762592,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1968","STP","Sao Tome and Principe","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,6.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.0056009,8.5545225,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1969","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,16,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.337578,20.396761,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1970","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,15.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.271163,19.913099,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1971","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,15.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.128913,19.643663,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1972","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,15.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.383317,19.679087,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1973","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,15.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.718169,19.77961,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1974","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,15.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",12.079148,19.667135,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1975","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,15.3,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.879366,19.687969,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1976","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,15.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.879609,19.055746,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1977","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,15.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.900697,19.166687,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1978","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,15.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.662407,19.135567,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1979","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,15,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.655664,19.214504,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1980","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,14.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.662069,19.397299,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1981","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,14.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.481272,19.328367,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1982","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,14.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.531219,18.965866,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1983","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,14.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.604536,19.058035,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1984","SUR","Suriname","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,14.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",11.438738,18.662289,NA,NA,NA,NA,"2000-2015",NA,NA,"hierarchical regression"
"1985","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,6.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",6.5595398,7.1399565,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1986","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,6.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",6.6564345,7.0018182,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1987","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,6.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",6.7234125,7.0104961,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1988","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",6.8171158,7.0870543,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1989","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,7.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",6.94979,7.1969376,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1990","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,7.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.0804858,7.3587689,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1991","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,7.4,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.1774001,7.5820346,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1992","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,7.5,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.250937,7.8340592,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1993","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,7.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.313735,8.0798693,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1994","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,7.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.372304,8.2905912,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1995","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2010,7.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.4306011,8.4400311,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1996","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2011,8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.4913573,8.5031042,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1997","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2012,8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.5559545,8.4561625,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1998","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2013,8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.6209512,8.2803059,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"1999","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2014,7.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.6397982,7.9997263,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2000","SVK","Slovakia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2015,7.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",7.2881899,7.9164906,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2001","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2000,5.6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.5137582,5.7338481,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2002","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2001,5.7,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.6259327,5.8198881,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2003","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2002,5.8,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.6861744,5.9360504,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2004","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2003,5.9,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.7466683,6.030952,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2005","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2004,6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.8090491,6.1037707,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2006","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2005,6,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.8641896,6.1644282,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2007","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2006,6.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.9040236,6.2218041,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2008","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2007,6.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.9281883,6.2770672,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2009","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2008,6.1,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.9441466,6.3235574,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
"2010","SVN","Slovenia","NT_BW_LBW","Prevalence of low birth weight among new-borns","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total","_T","Total",0,"Units","PCNT","%","https://data.unicef.org/topic/nutrition/low-birthweight/","UNICEF-WHO Low birthweight estimates 2019","UNICEF WHO",NA,NA,NA,NA,2009,6.2,"UNICEF-WHO Low birthweight estimates 2019","MD","Modelled",FALSE,"Free",5.9621592,6.3518019,NA,NA,NA,NA,"2000-2015",NA,NA,"b-spline"
